name,delta,delta_,mnnd,pd,spd,psv,psr,mpd
Im043_normal,37.10079295201989,36.6036589910614,1303621721182.0,27.538286309183373,107351021.12501968,-16.11421343246467,-2336.560947707377,3288.940598193005
Im038_normal,27.314726067274655,6.145090813988665,2485861478832.0,29.32989677196404,96351808.83547461,-12.21326238578842,-1783.1363083251094,2951.9549275574327
Im278_glaucoma,18.11552885326999,0.2587609983305057,2808824160081.0,30.287699934111274,94979034.62928252,-7.014303453333778,-687.4017384267102,2909.896894279489
Im017_normal,20.966687824790398,0.15095561100431992,3100235052579.0,30.656487844260806,94073158.22079219,-8.152751832044029,-815.2751832044029,2882.143327842898
Im013_normal,25.017898339682972,0.17900027913936353,3410106130908.0,30.861526098604358,93423261.96138716,-4.985562695664723,-598.2675234797667,2862.232290483675
Im015_normal,31.491804438645808,0.12900053315524493,3659664465690.0,31.00115728435868,93173951.98646894,-3.1769157309419,-425.7067079462146,2854.5941172325042
Im287_glaucoma,19.414474646340064,0.4370793654604251,4265459779732.0,31.069428905201967,89894487.52375087,-28.405328737320854,-2073.588997824422,2754.120328546289
Im042_normal,36.60476877597519,2.0728799205965784,5554249676654.0,31.05559883574648,97109612.20273814,-13.438054793939408,-2002.2701642969716,2975.1719424858497
Im022_normal,32.878688968939166,0.047959456378661836,5759910743408.0,31.161638156411296,97179910.4396997,-1.4066823076261519,-206.78229922104433,2977.3256874907993
Im033_normal,30.036500946125393,0.06506199519151065,6045360199357.0,31.22999696892124,97117376.8511554,-2.609899266705707,-357.5561995386818,2975.4098299986335
Im002_normal,28.95727675299741,0.07895587390869985,6396567627921.0,31.27696760892927,96842039.89785174,-5.248066445109023,-640.2641063033008,2966.97426157634
Im001_normal,29.19725447129744,0.05118857448113476,6686592566656.0,31.318872470156908,96689593.55053516,-3.8029440047714997,-471.56505659166595,2962.303723974729
Im293_glaucoma,18.003061256655908,0.02438664231452221,6946585175017.0,31.35534545442185,96225621.71951298,-8.096236719760611,-704.3725946191732,2948.088900720373
Im007_normal,26.255932535181355,0.02968942042525098,7208363987176.0,31.383519847346204,95998132.24037544,-3.6730735409813073,-455.4611190816821,2941.119247560522
Im282_glaucoma,20.21198053075281,0.07559388914456461,7728047875712.0,31.39531260593198,94466857.6901964,-13.154882581954643,-1394.4175536871921,2894.205198841801
Im009_normal,26.66090018880157,0.059262184084563754,8146136336970.0,31.410194305315073,93793925.89130247,-7.437751802656957,-929.7189753321196,2873.588415787453
Im257_glaucoma,24.664154394674927,0.07707561385030329,8571878291709.0,31.428621283275106,93395548.35381667,-8.07638691375003,-848.0206259437531,2861.3832216242854
Im281_glaucoma,28.834431194711264,0.05786749509663121,8990225079609.0,31.442574046823005,93173219.18308927,-6.373380513293551,-777.5524226218132,2854.5716661485685
Im279_glaucoma,17.58733177290048,0.030065811163824997,9387327146634.0,31.45656171313413,92307165.92728582,-10.86739562445793,-1021.5351886990455,2828.038171791845
Im292_glaucoma,30.671643031881583,0.0961635807032399,9892805170423.0,31.46790406316298,92649718.18383545,-4.700682190766619,-667.4968710888598,2838.5330325929976
Im019_normal,27.63280532674446,0.017055539847525898,10159498484347.0,31.482089746863114,92528611.53806518,-4.351748253839129,-500.45104919149986,2834.8226574162127
Im004_normal,25.210047677966678,0.020658776681488272,10474285409295.0,31.493676579765907,92299884.94602787,-4.939360319839026,-572.965797101327,2827.8151025131087
Im266_glaucoma,28.02571810522522,0.03987434368689945,10907614774368.0,31.50148328095763,92020281.06972297,-2.9572249783440534,-490.89934640511285,2819.2488072831793
Im274_glaucoma,26.51609424051647,0.05558444053426224,11480655316457.0,31.504662195451942,90995941.12292527,-9.14683561878009,-1243.9696441540923,2787.865843226877
Im040_normal,27.46642319412688,0.19768338300041188,12487982447578.0,31.504269558805003,90616840.64297375,-11.855995827364412,-1576.8474450394667,2776.2512451891466
Im003_normal,30.776948081501377,0.02281345904748542,12862800104960.0,31.513067462748264,90508172.73362562,-3.9926688710424556,-582.9296551721985,2772.921958750785
Im030_normal,17.819272114854023,0.008784121701195377,13144787123274.0,31.52355165166831,90199465.93524931,-6.699081025583551,-623.0145353792702,2763.464029878962
Im039_normal,26.485812324269784,0.18979382028030806,14404539299505.0,31.518643998620913,88464291.3706,-15.527652558271544,-2158.3437055997447,2710.303044442402
Im275_glaucoma,23.333650613138943,0.0027610450746450824,14576211421853.0,31.529757656860955,88405784.98002082,-2.467573860128088,-286.2385677748582,2708.510569240834
Im005_normal,24.044549003753417,0.0097543344586355,14892982776353.0,31.537896974537805,88236550.644373,-3.929078302757084,-510.7801793584209,2703.325693761428
Im283_glaucoma,26.671081970038195,0.02577986514700605,15410953243224.0,31.542456597508714,87870327.10881336,-13.006554503290799,-1391.7013318521156,2692.10560995139
Im029_normal,23.866233232473096,0.009599585063738918,15663663386340.0,31.551117880310457,87842791.41631293,-4.66529540763874,-447.868359133319,2691.261991921352
Im035_normal,25.468085318100147,0.07695896199573937,16509595476826.0,31.553276712262914,87514393.06639138,-8.446705551181696,-1174.0920716142557,2681.200767965422
Im261_glaucoma,21.80044308395067,0.020588897821519896,17052649702836.0,31.557630364600897,87011809.21281031,-8.48234379337427,-950.0225048579182,2665.802978333649
Im290_glaucoma,20.520710735603956,0.013320864455165412,17436370081220.0,31.56404677783807,86736072.77669883,-5.738264681787306,-636.9473796783909,2657.3551708547434
Im277_glaucoma,21.379190248434437,0.0074395038109261276,17760731338314.0,31.570021846331457,86564662.00703964,-6.257440206852812,-657.0312217195452,2652.1036154117537
Im050_normal,28.930527606655403,0.10156896219438119,18889852591535.0,31.56883160780753,86690684.46265224,-15.315942339398784,-2006.3884464612408,2655.964597507728
Im262_glaucoma,25.13290613454661,0.005077547854012933,19154540069148.0,31.57503324498782,86650807.02344534,-3.392824714222904,-413.9246151351943,2654.742862237909
Im276_glaucoma,18.847193474440672,0.00441676443170539,19477807453724.0,31.57999099933453,86436056.88236761,-11.91106808870737,-988.6186513627117,2648.163507425478
Im051_normal,28.91270172688978,0.08172111874950576,20581253143058.0,31.57931981857944,86549257.79158334,-14.989268303943179,-1963.5941478165564,2651.6316725362544
Im286_glaucoma,23.839246579349332,0.017921688743973818,21152295267439.0,31.582837226447182,86289624.02064703,-5.448763113849345,-719.2367310281135,2643.677206514921
Im270_glaucoma,34.264298686403336,0.017433188789097828,21617023858911.0,31.586865576863143,86623909.22745335,-3.8983927472693165,-580.8605193431282,2653.9187876058013
Im021_normal,39.68191186060625,0.00424466660483247,21837466475232.0,31.59200063300958,86741338.19905218,-0.9944113780422459,-171.0387570232663,2657.5164889415496
Im023_normal,33.162046260365706,0.007240934235802569,22183770832499.0,31.595814839994233,86766529.06511568,-2.5572972687493145,-419.39675207488756,2658.288267926338
Im256_glaucoma,23.09482185944919,0.005549326553521212,22531502162903.0,31.5996539678224,86645129.4309261,-4.774374816800864,-592.0224772833071,2654.5689163886673
Im026_normal,35.440653978722324,0.00513996745913419,22820544115523.0,31.603342974043958,86707055.15481864,-1.361276843626503,-242.30727816551754,2656.4661505765516
Im265_glaucoma,27.0619154843274,0.006307109917774725,23200666723897.0,31.606284605880365,86605950.24369495,-3.0182254759114597,-488.95252709765646,2653.3685736426146
Im044_normal,18.242022673058898,0.03509926227134296,24350412994187.0,31.605059653234093,84325701.12466964,-41.517577396526846,-3653.5468108943624,2583.508000143065
Im291_glaucoma,35.68664762075167,0.006648237815445192,24650543607516.0,31.608734061886786,84549416.98326547,-1.9505141164177466,-296.47814569549746,2590.3620399284764
